Date,Open,High,Low,Close,Volume,Market Cap,Prev Close,Daily Change %,High-Low %,Open-Close %,Turnover,VWAP
2010-08-29,0.0641,0.0641,0.0641,0.0641,0.0,245451.1858,0.065,-1.3846153846153815,0.0,0.0,0.0,0.0641
2010-08-30,0.064,0.064,0.064,0.064,0.0,245068.2667,0.0641,-0.15600624024961443,0.0,0.0,0.0,0.064
2010-08-31,0.065,0.065,0.065,0.065,0.0,249995.4016,0.064,1.5625000000000013,0.0,0.0,0.0,0.065
2010-09-01,0.06,0.06,0.06,0.06,0.0,231448.5,0.065,-7.692307692307699,0.0,0.0,0.0,0.06
2010-09-02,0.0629,0.0629,0.0629,0.0629,0.0,242635.1775,0.06,4.833333333333333,0.0,0.0,0.0,0.0629
2010-09-03,0.0634,0.0634,0.0634,0.0634,0.0,244964.2101,0.0629,0.7949125596184428,0.0,0.0,0.0,0.0634
2010-09-04,0.0609,0.0609,0.0609,0.0609,0.0,236623.905,0.0634,-3.9432176656151348,0.0,0.0,0.0,0.0609
2010-09-05,0.0624,0.0624,0.0624,0.0624,0.0,242452.08,0.0609,2.463054187192109,0.0,0.0,0.0,0.06239999999999999
2010-09-06,0.0616,0.0616,0.0616,0.0616,0.0,239343.72,0.0624,-1.2820512820512744,0.0,0.0,0.0,0.06160000000000001
2010-09-07,0.0616,0.0616,0.0616,0.0616,0.0,240878.7417,0.0616,0.0,0.0,0.0,0.0,0.06160000000000001
2010-09-08,0.061,0.061,0.061,0.061,0.0,238715.875,0.0616,-0.9740259740259793,0.0,0.0,0.0,0.061
2010-09-09,0.062,0.062,0.062,0.062,0.0,242629.25,0.061,1.6393442622950833,0.0,0.0,0.0,0.062
2010-09-10,0.0611,0.0611,0.0611,0.0611,0.0,239550.7179,0.062,-1.4516129032258032,0.0,0.0,0.0,0.06110000000000001
2010-09-11,0.0618,0.0618,0.0618,0.0618,0.0,243592.425,0.0611,1.1456628477905062,0.0,0.0,0.0,0.0618
2010-09-12,0.0637,0.0637,0.0637,0.0637,0.0,251081.5125,0.0618,3.0744336569579382,0.0,0.0,0.0,0.0637
2010-09-13,0.0615,0.0615,0.0615,0.0615,0.0,242409.9375,0.0637,-3.453689167974894,0.0,0.0,0.0,0.0615
2010-09-14,0.0622,0.0622,0.0622,0.0622,0.0,246817.0186,0.0615,1.1382113821138198,0.0,0.0,0.0,0.0622
2010-09-15,0.062,0.062,0.062,0.062,0.0,246113.65,0.0622,-0.3215434083601267,0.0,0.0,0.0,0.062
2010-09-16,0.0604,0.0604,0.0604,0.0604,0.0,239762.33,0.062,-2.580645161290318,0.0,0.0,0.0,0.0604
2010-09-17,0.0619,0.0619,0.0619,0.0619,0.0,247228.3851,0.0604,2.4834437086092622,0.0,0.0,0.0,0.06189999999999999
2010-09-18,0.059,0.059,0.059,0.059,0.0,235845.125,0.0619,-4.68497576736672,0.0,0.0,0.0,0.059
2010-09-19,0.061,0.061,0.061,0.061,0.0,244356.7547,0.059,3.3898305084745797,0.0,0.0,0.0,0.061
2010-09-20,0.0627,0.0627,0.0627,0.0627,0.0,252394.1475,0.061,2.786885245901651,0.0,0.0,0.0,0.0627
2010-09-21,0.0621,0.0621,0.0621,0.0621,0.0,249978.8925,0.0627,-0.9569377990430674,0.0,0.0,0.0,0.06210000000000001
2010-09-22,0.0627,0.0627,0.0627,0.0627,0.0,253513.7779,0.0621,0.9661835748792323,0.0,0.0,0.0,0.0627
2010-09-23,0.0622,0.0622,0.0622,0.0622,0.0,252119.925,0.0627,-0.7974481658692303,0.0,0.0,0.0,0.0622
2010-09-24,0.0623,0.0623,0.0623,0.0623,0.0,252525.2625,0.0622,0.16077170418006892,0.0,0.0,0.0,0.0623
2010-09-25,0.0622,0.0622,0.0622,0.0622,0.0,253413.1127,0.0623,-0.16051364365971568,0.0,0.0,0.0,0.0622
2010-09-26,0.062,0.062,0.062,0.062,0.0,253035.95,0.0622,-0.3215434083601267,0.0,0.0,0.0,0.062
2010-09-27,0.062,0.062,0.062,0.062,0.0,253257.6502,0.062,0.0,0.0,0.0,0.0,0.062
2010-09-28,0.0622,0.0622,0.0622,0.0622,0.0,255583.4283,0.062,0.32258064516128837,0.0,0.0,0.0,0.0622
2010-09-29,0.0619,0.0619,0.0619,0.0619,0.0,254350.7108,0.0622,-0.48231511254019555,0.0,0.0,0.0,0.06189999999999999
2010-09-30,0.0619,0.0619,0.0619,0.0619,0.0,255233.1978,0.0619,0.0,0.0,0.0,0.0,0.06189999999999999
2010-10-01,0.0619,0.0619,0.0619,0.0619,0.0,256103.5125,0.0619,0.0,0.0,0.0,0.0,0.06189999999999999
2010-10-02,0.062,0.062,0.062,0.062,0.0,256517.25,0.0619,0.16155088852989155,0.0,0.0,0.0,0.062
2010-10-03,0.0614,0.0614,0.0614,0.0614,0.0,254034.825,0.062,-0.9677419354838651,0.0,0.0,0.0,0.0614
2010-10-04,0.0611,0.0611,0.0611,0.0611,0.0,253473.0848,0.0614,-0.4885993485342046,0.0,0.0,0.0,0.06110000000000001
2010-10-05,0.0613,0.0613,0.0613,0.0613,0.0,255328.2925,0.0611,0.3273322422258573,0.0,0.0,0.0,0.0613
2010-10-06,0.0614,0.0614,0.0614,0.0614,0.0,255744.815,0.0613,0.16313213703099977,0.0,0.0,0.0,0.0614
2010-10-07,0.0628,0.0628,0.0628,0.0628,0.0,261576.13,0.0614,2.280130293159595,0.0,0.0,0.0,0.0628
2010-10-08,0.067,0.067,0.067,0.067,0.0,280123.4406,0.0628,6.6878980891719895,0.0,0.0,0.0,0.067
2010-10-09,0.0869,0.0869,0.0869,0.0869,0.0,364386.9075,0.067,29.701492537313435,0.0,0.0,0.0,0.08690000000000002
2010-10-10,0.0938,0.0938,0.0938,0.0938,0.0,393319.815,0.0869,7.9401611047180545,0.0,0.0,0.0,0.0938
2010-10-11,0.0965,0.0965,0.0965,0.0965,0.0,405024.6734,0.0938,2.878464818763335,0.0,0.0,0.0,0.09649999999999999
2010-10-12,0.095,0.095,0.095,0.095,0.0,401002.125,0.0965,-1.5544041450777215,0.0,0.0,0.0,0.09500000000000001
2010-10-13,0.0949,0.0949,0.0949,0.0949,0.0,400580.0175,0.095,-0.10526315789473985,0.0,0.0,0.0,0.0949
2010-10-14,0.105,0.105,0.105,0.105,0.0,443212.875,0.0949,10.642781875658585,0.0,0.0,0.0,0.105
2010-10-15,0.102,0.102,0.102,0.102,0.0,432755.0812,0.105,-2.85714285714286,0.0,0.0,0.0,0.102
2010-10-16,0.105,0.105,0.105,0.105,0.0,446158.125,0.102,2.941176470588238,0.0,0.0,0.0,0.105
2010-10-17,0.101,0.101,0.101,0.101,0.0,429378.0385,0.105,-3.8095238095238,0.0,0.0,0.0,0.10100000000000002
2010-10-18,0.102,0.102,0.102,0.102,0.0,436271.85,0.101,0.9900990099009771,0.0,0.0,0.0,0.102
2010-10-19,0.1024,0.1024,0.1024,0.1024,0.0,437982.72,0.102,0.3921568627451093,0.0,0.0,0.0,0.1024
2010-10-20,0.097,0.097,0.097,0.097,0.0,417411.8483,0.1024,-5.273437500000002,0.0,0.0,0.0,0.09700000000000002
2010-10-21,0.099,0.099,0.099,0.099,0.0,426242.025,0.097,2.0618556701030943,0.0,0.0,0.0,0.09900000000000002
2010-10-22,0.107,0.107,0.107,0.107,0.0,462820.2149,0.099,8.080808080808072,0.0,0.0,0.0,0.107
2010-10-23,0.1025,0.1025,0.1025,0.1025,0.0,444211.9375,0.107,-4.205607476635518,0.0,0.0,0.0,0.1025
2010-10-24,0.1055,0.1055,0.1055,0.1055,0.0,457213.2625,0.1025,2.926829268292686,0.0,0.0,0.0,0.1055
2010-10-25,0.115,0.115,0.115,0.115,0.0,499640.6797,0.1055,9.0047393364929,0.0,0.0,0.0,0.115
2010-10-26,0.132,0.132,0.132,0.132,0.0,575800.5,0.115,14.782608695652174,0.0,0.0,0.0,0.132
2010-10-27,0.1503,0.1503,0.1503,0.1503,0.0,655627.3875,0.132,13.86363636363635,0.0,0.0,0.0,0.1503
2010-10-28,0.1877,0.1877,0.1877,0.1877,0.0,823396.0056,0.1503,24.883566200931483,0.0,0.0,0.0,0.1877
2010-10-29,0.1731,0.1731,0.1731,0.1731,0.0,759939.2925,0.1877,-7.778369738945126,0.0,0.0,0.0,0.1731
2010-10-30,0.19,0.19,0.19,0.19,0.0,835946.7604,0.1731,9.763142692085498,0.0,0.0,0.0,0.19000000000000003
2010-10-31,0.1989,0.1989,0.1989,0.1989,0.0,878784.9525,0.19,4.684210526315785,0.0,0.0,0.0,0.1989
2010-11-01,0.1925,0.1925,0.1925,0.1925,0.0,850508.3125,0.1989,-3.217697335344389,0.0,0.0,0.0,0.1925
2010-11-02,0.1955,0.1955,0.1955,0.1955,0.0,867514.9583,0.1925,1.5584415584415598,0.0,0.0,0.0,0.1955
2010-11-03,0.1938,0.1938,0.1938,0.1938,0.0,861717.165,0.1955,-0.869565217391308,0.0,0.0,0.0,0.1938
2010-11-04,0.1931,0.1931,0.1931,0.1931,0.0,858604.6675,0.1938,-0.3611971104231198,0.0,0.0,0.0,0.19309999999999997
2010-11-05,0.23,0.23,0.23,0.23,0.0,1026866.745,0.1931,19.109269808389445,0.0,0.0,0.0,0.23
2010-11-06,0.26,0.26,0.26,0.26,0.0,1163363.5,0.23,13.043478260869565,0.0,0.0,0.0,0.26
2010-11-07,0.39,0.39,0.39,0.39,0.0,1745045.25,0.26,50.0,0.0,0.0,0.0,0.38999999999999996
2010-11-08,0.34,0.34,0.34,0.34,0.0,1530845.75,0.39,-12.820512820512816,0.0,0.0,0.0,0.34
2010-11-09,0.243,0.243,0.243,0.243,0.0,1094104.463,0.34,-28.52941176470589,0.0,0.0,0.0,0.243
2010-11-10,0.21,0.21,0.21,0.21,0.0,950408.4935,0.243,-13.580246913580249,0.0,0.0,0.0,0.21
2010-11-11,0.24,0.24,0.24,0.24,0.0,1087326.0,0.21,14.285714285714285,0.0,0.0,0.0,0.24
2010-11-12,0.2231,0.2231,0.2231,0.2231,0.0,1012270.313,0.24,-7.041666666666667,0.0,0.0,0.0,0.2231
2010-11-13,0.2682,0.2682,0.2682,0.2682,0.0,1222556.175,0.2231,20.215150156880323,0.0,0.0,0.0,0.2682
2010-11-14,0.276,0.276,0.276,0.276,0.0,1258111.5,0.2682,2.9082774049217113,0.0,0.0,0.0,0.276
2010-11-15,0.279,0.279,0.279,0.279,0.0,1275460.319,0.276,1.0869565217391313,0.0,0.0,0.0,0.279
2010-11-16,0.2682,0.2682,0.2682,0.2682,0.0,1230146.235,0.279,-3.870967741935495,0.0,0.0,0.0,0.2682
2010-11-17,0.223,0.223,0.223,0.223,0.0,1022828.525,0.2682,-16.853094705443695,0.0,0.0,0.0,0.223
2010-11-18,0.2299,0.2299,0.2299,0.2299,0.0,1059520.922,0.223,3.094170403587439,0.0,0.0,0.0,0.2299
2010-11-19,0.2678,0.2678,0.2678,0.2678,0.0,1235934.38,0.2299,16.485428447150934,0.0,0.0,0.0,0.2678
2010-11-20,0.28,0.28,0.28,0.28,0.0,1294690.884,0.2678,4.555638536221077,0.0,0.0,0.0,0.28
2010-11-21,0.283,0.283,0.283,0.283,0.0,1314103.425,0.28,1.0714285714285525,0.0,0.0,0.0,0.283
2010-11-22,0.2768,0.2768,0.2768,0.2768,0.0,1285313.88,0.283,-2.190812720848051,0.0,0.0,0.0,0.2768
2010-11-23,0.2879,0.2879,0.2879,0.2879,0.0,1336856.452,0.2768,4.010115606936416,0.0,0.0,0.0,0.2879
2010-11-24,0.283,0.283,0.283,0.283,0.0,1316151.118,0.2879,-1.7019798541160178,0.0,0.0,0.0,0.283
2010-11-25,0.283,0.283,0.283,0.283,0.0,1322072.823,0.283,0.0,0.0,0.0,0.0,0.283
2010-11-26,0.28,0.28,0.28,0.28,0.0,1308057.917,0.283,-1.0600706713780732,0.0,0.0,0.0,0.28
2010-11-27,0.2844,0.2844,0.2844,0.2844,0.0,1329637.609,0.28,1.571428571428557,0.0,0.0,0.0,0.2844
2010-11-28,0.283,0.283,0.283,0.283,0.0,1330008.025,0.2844,-0.4922644163150536,0.0,0.0,0.0,0.283
2010-11-29,0.27,0.27,0.27,0.27,0.0,1268912.25,0.283,-4.593639575971716,0.0,0.0,0.0,0.27
2010-11-30,0.2299,0.2299,0.2299,0.2299,0.0,1081153.125,0.27,-14.85185185185186,0.0,0.0,0.0,0.2299
2010-12-01,0.2082,0.2082,0.2082,0.2082,0.0,984343.575,0.2299,-9.438886472379295,0.0,0.0,0.0,0.20820000000000002
2010-12-02,0.2275,0.2275,0.2275,0.2275,0.0,1075591.563,0.2082,9.269932756964463,0.0,0.0,0.0,0.2275
2010-12-03,0.255,0.255,0.255,0.255,0.0,1206931.469,0.2275,12.087912087912086,0.0,0.0,0.0,0.255
2010-12-04,0.2511,0.2511,0.2511,0.2511,0.0,1194250.433,0.255,-1.529411764705888,0.0,0.0,0.0,0.2511
2010-12-05,0.205,0.205,0.205,0.205,0.0,974995.375,0.2511,-18.359219434488253,0.0,0.0,0.0,0.205
2010-12-06,0.19,0.19,0.19,0.19,0.0,906556.5,0.205,-7.317073170731701,0.0,0.0,0.0,0.19000000000000003
2010-12-07,0.204,0.204,0.204,0.204,0.0,975992.1,0.19,7.368421052631572,0.0,0.0,0.0,0.204
2010-12-08,0.233,0.233,0.233,0.233,0.0,1115722.538,0.204,14.215686274509817,0.0,0.0,0.0,0.233
2010-12-09,0.2388,0.2388,0.2388,0.2388,0.0,1149256.342,0.233,2.489270386266094,0.0,0.0,0.0,0.2388
2010-12-10,0.2,0.2,0.2,0.2,0.0,962526.25,0.2388,-16.24790619765494,0.0,0.0,0.0,0.20000000000000004
2010-12-11,0.204,0.204,0.204,0.204,0.0,985306.3203,0.2,1.999999999999988,0.0,0.0,0.0,0.204
2010-12-12,0.228,0.228,0.228,0.228,0.0,1103662.5,0.204,11.764705882352953,0.0,0.0,0.0,0.228
2010-12-13,0.22,0.22,0.22,0.22,0.0,1064937.5,0.228,-3.5087719298245648,0.0,0.0,0.0,0.22
2010-12-14,0.2299,0.2299,0.2299,0.2299,0.0,1113917.706,0.22,4.4999999999999964,0.0,0.0,0.0,0.2299
2010-12-15,0.2467,0.2467,0.2467,0.2467,0.0,1201139.127,0.2299,7.307525010874298,0.0,0.0,0.0,0.2467
2010-12-16,0.238,0.238,0.238,0.238,0.0,1158780.35,0.2467,-3.5265504661532274,0.0,0.0,0.0,0.238
2010-12-17,0.25,0.25,0.25,0.25,0.0,1217206.25,0.238,5.042016806722694,0.0,0.0,0.0,0.25
2010-12-18,0.24,0.24,0.24,0.24,0.0,1174603.417,0.25,-4.0000000000000036,0.0,0.0,0.0,0.24
2010-12-19,0.241,0.241,0.241,0.241,0.0,1180315.575,0.24,0.4166666666666671,0.0,0.0,0.0,0.241
2010-12-20,0.2401,0.2401,0.2401,0.2401,0.0,1175907.757,0.241,-0.373443983402483,0.0,0.0,0.0,0.2401
2010-12-21,0.267,0.267,0.267,0.267,0.0,1311763.765,0.2401,11.2036651395252,0.0,0.0,0.0,0.267
2010-12-22,0.24,0.24,0.24,0.24,0.0,1182197.0,0.267,-10.112359550561806,0.0,0.0,0.0,0.24
2010-12-23,0.25,0.25,0.25,0.25,0.0,1231455.208,0.24,4.1666666666666705,0.0,0.0,0.0,0.25
2010-12-24,0.25,0.25,0.25,0.25,0.0,1232245.602,0.25,0.0,0.0,0.0,0.0,0.25
2010-12-25,0.248,0.248,0.248,0.248,0.0,1228660.2,0.25,-0.8000000000000007,0.0,0.0,0.0,0.248
2010-12-26,0.2499,0.2499,0.2499,0.2499,0.0,1238073.322,0.248,0.7661290322580697,0.0,0.0,0.0,0.2499
2010-12-27,0.265,0.265,0.265,0.265,0.0,1312882.875,0.2499,6.042416966786715,0.0,0.0,0.0,0.265
2010-12-28,0.265,0.265,0.265,0.265,0.0,1316036.979,0.265,0.0,0.0,0.0,0.0,0.265
2010-12-29,0.281,0.281,0.281,0.281,0.0,1399982.394,0.265,6.037735849056609,0.0,0.0,0.0,0.281
2010-12-30,0.3,0.3,0.3,0.3,0.0,1494643.125,0.281,6.761565836298917,0.0,0.0,0.0,0.3
2010-12-31,0.3,0.3,0.3,0.3,0.0,1495641.654,0.3,0.0,0.0,0.0,0.0,0.3
2011-01-01,0.3,0.3,0.3,0.3,0.0,1503101.25,0.3,0.0,0.0,0.0,0.0,0.3
2011-01-02,0.3,0.3,0.3,0.3,0.0,1503101.25,0.3,0.0,0.0,0.0,0.0,0.3
2011-01-03,0.3,0.3,0.3,0.3,0.0,1503101.25,0.3,0.0,0.0,0.0,0.0,0.3
2011-01-04,0.295,0.295,0.295,0.295,0.0,1485081.984,0.3,-1.6666666666666683,0.0,0.0,0.0,0.295
2011-01-05,0.299,0.299,0.299,0.299,0.0,1506504.025,0.295,1.3559322033898318,0.0,0.0,0.0,0.299
2011-01-06,0.299,0.299,0.299,0.299,0.0,1506504.025,0.299,0.0,0.0,0.0,0.0,0.299
2011-01-07,0.298,0.298,0.298,0.298,0.0,1502387.694,0.299,-0.33444816053511733,0.0,0.0,0.0,0.298
2011-01-08,0.32,0.32,0.32,0.32,0.0,1621224.0,0.298,7.382550335570477,0.0,0.0,0.0,0.32
2011-01-09,0.3229,0.3229,0.3229,0.3229,0.0,1635916.342,0.32,0.9062500000000042,0.0,0.0,0.0,0.3229
2011-01-10,0.323,0.323,0.323,0.323,0.0,1636422.975,0.3229,0.03096934035304707,0.0,0.0,0.0,0.323
2011-01-11,0.3266,0.3266,0.3266,0.3266,0.0,1661381.313,0.323,1.1145510835913288,0.0,0.0,0.0,0.3266
2011-01-12,0.3266,0.3266,0.3266,0.3266,0.0,1663790.215,0.3266,0.0,0.0,0.0,0.0,0.3266
2011-01-13,0.3188,0.3188,0.3188,0.3188,0.0,1624054.87,0.3266,-2.388242498469084,0.0,0.0,0.0,0.3188
2011-01-14,0.3176,0.3176,0.3176,0.3176,0.0,1621218.644,0.3188,-0.3764115432873209,0.0,0.0,0.0,0.3176
2011-01-15,0.4,0.4,0.4,0.4,0.0,2049030.0,0.3176,25.944584382871543,0.0,0.0,0.0,0.4000000000000001
2011-01-16,0.386,0.386,0.386,0.386,0.0,1977313.95,0.4,-3.500000000000003,0.0,0.0,0.0,0.38599999999999995
2011-01-17,0.3868,0.3868,0.3868,0.3868,0.0,1983103.127,0.386,0.20725388601035422,0.0,0.0,0.0,0.3868
2011-01-18,0.3495,0.3495,0.3495,0.3495,0.0,1800119.409,0.3868,-9.643226473629783,0.0,0.0,0.0,0.3495
2011-01-19,0.313,0.313,0.313,0.313,0.0,1612124.106,0.3495,-10.443490701001425,0.0,0.0,0.0,0.313
2011-01-20,0.313,0.313,0.313,0.313,0.0,1612124.106,0.313,0.0,0.0,0.0,0.0,0.313
2011-01-21,0.39,0.39,0.39,0.39,0.0,2016505.461,0.313,24.600638977635786,0.0,0.0,0.0,0.38999999999999996
2011-01-22,0.4199,0.4199,0.4199,0.4199,0.0,2174557.125,0.39,7.666666666666662,0.0,0.0,0.0,0.4199
2011-01-23,0.4443,0.4443,0.4443,0.4443,0.0,2300918.625,0.4199,5.81090735889497,0.0,0.0,0.0,0.4443
2011-01-24,0.4424,0.4424,0.4424,0.4424,0.0,2297484.43,0.4443,-0.4276389826693579,0.0,0.0,0.0,0.44239999999999996
2011-01-25,0.4199,0.4199,0.4199,0.4199,0.0,2186387.808,0.4424,-5.085895117540692,0.0,0.0,0.0,0.4199
2011-01-26,0.41,0.41,0.41,0.41,0.0,2134839.25,0.4199,-2.3577042152893593,0.0,0.0,0.0,0.41
2011-01-27,0.417,0.417,0.417,0.417,0.0,2175125.428,0.41,1.7073170731707332,0.0,0.0,0.0,0.417
2011-01-28,0.4212,0.4212,0.4212,0.4212,0.0,2204908.29,0.417,1.0071942446043254,0.0,0.0,0.0,0.4212
2011-01-29,0.446,0.446,0.446,0.446,0.0,2334731.95,0.4212,5.887939221272552,0.0,0.0,0.0,0.446
2011-01-30,0.439,0.439,0.439,0.439,0.0,2298088.175,0.446,-1.5695067264574005,0.0,0.0,0.0,0.439
2011-01-31,0.4799,0.4799,0.4799,0.4799,0.0,2523463.336,0.439,9.316628701594531,0.0,0.0,0.0,0.4799
2011-02-01,0.52,0.52,0.52,0.52,0.0,2736643.0,0.4799,8.355907480725158,0.0,0.0,0.0,0.52
2011-02-02,0.7,0.7,0.7,0.7,0.0,3683942.5,0.52,34.615384615384606,0.0,0.0,0.0,0.6999999999999998
2011-02-03,0.716,0.716,0.716,0.716,0.0,3776317.007,0.7,2.285714285714288,0.0,0.0,0.0,0.7159999999999999
2011-02-04,0.69,0.69,0.69,0.69,0.0,3650531.25,0.716,-3.6312849162011203,0.0,0.0,0.0,0.69
2011-02-05,0.811,0.811,0.811,0.811,0.0,4290696.875,0.69,17.536231884057987,0.0,0.0,0.0,0.811
2011-02-06,0.92,0.92,0.92,0.92,0.0,4871435.938,0.811,13.440197287299627,0.0,0.0,0.0,0.92
2011-02-07,0.8997,0.8997,0.8997,0.8997,0.0,4785391.838,0.92,-2.2065217391304333,0.0,0.0,0.0,0.8997
2011-02-08,0.89,0.89,0.89,0.89,0.0,4733798.75,0.8997,-1.078137156830059,0.0,0.0,0.0,0.89
2011-02-09,0.918,0.918,0.918,0.918,0.0,4884776.334,0.89,3.14606741573034,0.0,0.0,0.0,0.918
2011-02-10,1.09,1.09,1.09,1.09,0.0,5828039.25,0.918,18.7363834422658,0.0,0.0,0.0,1.09
2011-02-11,0.9803,0.9803,0.9803,0.9803,0.0,5241492.547,1.09,-10.064220183486249,0.0,0.0,0.0,0.9803000000000001
2011-02-12,1.07,1.07,1.07,1.07,0.0,5725456.313,0.9803,9.15026012445171,0.0,0.0,0.0,1.07
2011-02-13,1.0799,1.0799,1.0799,1.0799,0.0,5804165.527,1.07,0.9252336448598149,0.0,0.0,0.0,1.0799
2011-02-14,1.05,1.05,1.05,1.05,0.0,5643461.25,1.0799,-2.7687748865635737,0.0,0.0,0.0,1.05
2011-02-15,1.07,1.07,1.07,1.07,0.0,5759233.389,1.05,1.9047619047619064,0.0,0.0,0.0,1.07
2011-02-16,1.05,1.05,1.05,1.05,0.0,5672703.75,1.07,-1.8691588785046744,0.0,0.0,0.0,1.05
2011-02-17,1.045,1.045,1.045,1.045,0.0,5645690.875,1.05,-0.47619047619048716,0.0,0.0,0.0,1.045
2011-02-18,1.04,1.04,1.04,1.04,0.0,5641892.028,1.045,-0.47846889952152094,0.0,0.0,0.0,1.04
2011-02-19,0.8989,0.8989,0.8989,0.8989,0.0,4881498.922,1.04,-13.567307692307692,0.0,0.0,0.0,0.8988999999999999
2011-02-20,0.949,0.949,0.949,0.949,0.0,5153660.489,0.8989,5.573478696184217,0.0,0.0,0.0,0.949
2011-02-21,0.85,0.85,0.85,0.85,0.0,4639746.25,0.949,-10.43203371970495,0.0,0.0,0.0,0.85
2011-02-22,0.8345,0.8345,0.8345,0.8345,0.0,4555139.112,0.85,-1.823529411764701,0.0,0.0,0.0,0.8344999999999999
2011-02-23,0.8702,0.8702,0.8702,0.8702,0.0,4754251.184,0.8345,4.2780107849011335,0.0,0.0,0.0,0.8702
2011-02-24,0.9,0.9,0.9,0.9,0.0,4937947.5,0.8702,3.4245001149161167,0.0,0.0,0.0,0.9
2011-02-25,0.9974,0.9974,0.9974,0.9974,0.0,5472343.152,0.9,10.822222222222214,0.0,0.0,0.0,0.9974
2011-02-26,0.9111,0.9111,0.9111,0.9111,0.0,5016158.698,0.9974,-8.65249649087627,0.0,0.0,0.0,0.9110999999999999
