Date,Close,Volume,Open,High,Low,Prev Close,Daily Change %,High-Low %,Open-Close %,Turnover,VWAP
2019-05-14,8011.3,0.0,7880.2,8123.4,7963.3,7889.9,1.538676028847014,2.0104730450943635,-1.6364385305755667,0.0,8032.666666666667
2019-05-15,8246.1,0.0,8007.8,8288.2,8142.0,8011.3,2.9308601600239683,1.7956276099238606,-2.8898509598476876,0.0,8225.433333333334
2019-05-16,7772.7,0.0,8287.2,7924.0,7765.0,8246.1,-5.740895696147276,2.0476497102382485,6.6193214713034205,0.0,7820.566666666667
2019-05-17,7308.4,0.0,7798.8,7434.6,7242.2,7772.7,-5.973471251945916,2.656651293805757,6.710087023151449,0.0,7328.399999999999
2019-05-18,7704.4,0.0,7298.5,7772.2,7252.3,7308.4,5.418422636965683,7.168760255367257,-5.268418046830378,0.0,7576.3
2019-05-19,7912.2,0.0,7689.2,8156.4,7818.2,7704.4,2.697160064378799,4.325803893479315,-2.818432294431384,0.0,7962.266666666666
2019-05-20,7893.0,0.0,7898.9,8016.8,7836.3,7912.2,-0.24266322893758777,2.303382974107678,0.07474977828455133,0.0,7915.366666666666
2019-05-21,7941.1,0.0,7906.1,7998.4,7906.7,7893.0,0.6094007348283335,1.1597758862736645,-0.44074498495170694,0.0,7948.733333333333
2019-05-22,7598.8,0.0,7936.5,7679.3,7558.3,7941.1,-4.310485952827696,1.6008890888162681,4.444122756224664,0.0,7612.133333333334
2019-05-23,7823.4,0.0,7659.8,7906.8,7816.6,7598.8,2.9557298520819004,1.1539544047283963,-2.091162410205275,0.0,7848.933333333334
2019-05-24,8000.2,0.0,7839.1,8033.1,7941.0,7823.4,2.25988700564972,1.159803551190031,-2.0136996575085555,0.0,7991.433333333333
2019-05-25,8015.8,0.0,8009.9,8046.5,7997.6,8000.2,0.1949951251218765,0.6114334300290041,-0.07360463085407003,0.0,8019.966666666667
2019-05-26,8666.6,0.0,7986.2,8838.9,8627.9,8015.8,8.118965044038028,2.445554538184263,-7.8508296217663265,0.0,8711.133333333333
2019-05-27,8782.5,0.0,8745.3,8794.1,8724.6,8666.6,1.3373179793690677,0.7965981248423996,-0.42356959863365473,0.0,8767.066666666668
2019-05-28,8644.5,0.0,8772.6,8715.6,8617.6,8782.5,-1.5713065755764304,1.1372075751949497,1.4818670831164367,0.0,8659.233333333334
2019-05-29,8590.6,0.0,8656.4,8715.1,8558.5,8644.5,-0.6235178437156531,1.8297598878308157,0.7659534840406872,0.0,8621.4
2019-05-30,8342.4,0.0,8595.9,8382.8,8269.0,8590.6,-2.889204479314608,1.3762244527754175,3.0386939010356735,0.0,8331.4
2019-05-31,8552.8,0.0,8342.9,8584.0,8499.4,8342.4,2.522056003068657,0.9953643786620275,-2.4541670564025777,0.0,8545.4
2019-06-01,8574.7,0.0,8549.8,8592.2,8534.8,8552.8,0.2560564961182473,0.6725406570745824,-0.2903891681341791,0.0,8567.233333333334
2019-06-02,8687.7,0.0,8569.3,8734.9,8631.5,8574.7,1.317830361412061,1.1979377860163314,-1.3628463229623657,0.0,8684.7
2019-06-03,8000.9,0.0,8677.0,8118.1,7824.0,8687.7,-7.905429515291747,3.7589468302658533,8.450299341324106,0.0,7981.0
2019-06-04,7759.7,0.0,8017.4,7793.8,7685.7,8000.9,-3.014660850654299,1.4065081905356749,3.3210046780159006,0.0,7746.400000000001
2019-06-05,7825.0,0.0,7759.7,7848.7,7751.1,7759.7,0.8415273786357744,1.259176116938234,-0.8345047923322708,0.0,7808.266666666666
2019-06-06,7778.1,0.0,7831.5,7813.7,7752.9,7825.0,-0.5993610223642126,0.7842226779656668,0.6865429860762864,0.0,7781.566666666666
2019-06-07,7969.2,0.0,7774.4,8044.4,7962.3,7778.1,2.4568982142168325,1.0311091016414786,-2.444410982281787,0.0,7991.966666666667
2019-06-08,7878.4,0.0,8036.7,7937.5,7851.3,7969.2,-1.1393866385584523,1.0979073529224437,2.0092912266450065,0.0,7889.066666666666
2019-06-09,7636.8,0.0,7847.8,7658.4,7523.6,7878.4,-3.0666125101543393,1.7916954649369887,2.7629373559606116,0.0,7606.266666666666
2019-06-10,7940.8,0.0,7619.2,8010.4,7928.5,7636.8,3.9807249109574694,1.032982279119627,-4.049969776344957,0.0,7959.900000000001
2019-06-11,7837.3,0.0,7940.9,7894.6,7805.8,7940.8,-1.3033951239169856,1.1376156191549895,1.3218838120270942,0.0,7845.900000000001
2019-06-12,8093.7,0.0,7832.7,8145.3,8085.5,7837.3,3.27153483980452,0.7395955723208235,-3.22473034582453,0.0,8108.166666666667
2019-06-13,8177.4,0.0,8104.7,8240.5,8153.2,8093.7,1.034137662626485,1.0707452288671955,-0.8890356347983445,0.0,8190.366666666666
2019-06-14,8628.5,0.0,8180.0,8668.3,8582.3,8177.4,5.516423313033488,1.0020623842093612,-5.19789071101582,0.0,8626.366666666667
2019-06-15,8955.3,0.0,8584.4,8955.5,8771.1,8628.5,3.787448571594127,2.102358883150342,-4.141681462374232,0.0,8893.966666666665
2019-06-16,9111.9,0.0,8919.3,9175.0,8960.1,8955.3,1.7486851361763467,2.398410732023076,-2.113719421854941,0.0,9082.333333333334
2019-06-17,9311.2,0.0,9112.2,9336.1,9236.1,9111.9,2.187249640579913,1.0827080694232414,-2.137211100610018,0.0,9294.466666666667
2019-06-18,9136.9,0.0,9234.0,9169.1,9044.0,9311.2,-1.8719391700318013,1.3832375055285313,1.0627236808983394,0.0,9116.666666666666
2019-06-19,9245.0,0.0,9138.0,9275.9,9228.7,9136.9,1.1831146231216318,0.5114479829228267,-1.157382368848026,0.0,9249.866666666667
2019-06-20,9736.7,0.0,9318.5,9785.1,9517.4,9245.0,5.318550567874534,2.812742976022871,-4.29508971212013,0.0,9679.733333333334
2019-06-21,10734.3,0.0,9715.4,10734.3,10031.3,9736.7,10.245771154497914,7.008064757309622,-9.492002273087204,0.0,10499.966666666665
2019-06-22,10834.9,0.0,10469.0,10947.1,10703.9,10734.3,0.9371826760943924,2.2720690589411405,-3.3770500881410968,0.0,10828.633333333333
2019-06-23,10744.4,0.0,10879.0,10897.3,10630.9,10834.9,-0.8352638233855412,2.505902604671285,1.2527456163210637,0.0,10757.533333333333
2019-06-24,11109.0,0.0,10700.0,11116.8,11033.7,10744.4,3.393395629351107,0.753147176377811,-3.6816995229093528,0.0,11086.5
2019-06-25,11848.4,0.0,11143.3,11985.3,11747.3,11109.0,6.655864614276709,2.0259974632468736,-5.9510144829681675,0.0,11860.333333333334
2019-06-26,12785.1,0.0,11914.6,13422.0,12543.1,11848.4,7.90570878768442,7.007039727021228,-6.808707010504415,0.0,12916.733333333332
2019-06-27,11317.6,0.0,12888.8,11718.4,11199.8,12785.1,-11.478205098122032,4.630439829282669,13.882802007492746,0.0,11411.933333333332
2019-06-28,11701.5,0.0,11166.8,12422.9,11673.1,11317.6,3.392061921255386,6.423315143363796,-4.5694996367987075,0.0,11932.5
2019-06-29,12063.6,0.0,11955.6,12140.1,11906.0,11701.5,3.0944750672990673,1.9662355115068062,-0.8952551477170994,0.0,12036.566666666666
2019-06-30,11074.2,0.0,12071.6,11146.9,10728.1,12063.6,-8.201531881030535,3.9037667434121537,9.006519658304885,0.0,10983.066666666666
2019-07-01,10327.0,0.0,11055.3,10685.5,10225.9,11074.2,-6.747214245724302,4.494469924407635,7.052386946838378,0.0,10412.800000000001
2019-07-02,11268.4,0.0,10274.7,11422.4,10836.4,10327.0,9.11590975113779,5.407699974161161,-8.81846579816122,0.0,11175.733333333332
2019-07-03,11829.6,0.0,11339.5,11948.0,11721.4,11268.4,4.980298888928337,1.9332161687170506,-4.142997227294248,0.0,11833.0
2019-07-04,11226.0,0.0,11805.3,11277.0,11045.7,11829.6,-5.102454858997771,2.094027540128731,5.160342063067872,0.0,11182.9
2019-07-05,11332.7,0.0,11133.3,11378.1,10967.9,11226.0,0.9504721182968174,3.740004923458463,-1.7595100902697631,0.0,11226.233333333332
2019-07-06,11167.4,0.0,11323.7,11266.8,11155.7,11332.7,-1.4586109223750834,0.9959034394972843,1.3996095778784774,0.0,11196.633333333333
2019-07-07,11384.4,0.0,11231.9,11456.5,11352.6,11167.4,1.943155971846625,0.9152088508359286,-1.3395523699097012,0.0,11397.833333333334
2019-07-08,12622.1,0.0,11408.0,12660.0,12187.4,11384.4,10.871894873686806,3.877775407387961,-9.618843140206467,0.0,12489.833333333334
2019-07-09,13025.0,0.0,12497.9,13026.8,12523.2,12622.1,3.1920203452674247,4.021336399642252,-4.046833013435704,0.0,12858.333333333334
2019-07-10,11924.8,0.0,13016.1,12111.3,11810.9,13025.0,-8.446833013435706,2.5434132877257416,9.151516167986056,0.0,11949.0
2019-07-11,11368.1,0.0,11966.2,11519.8,11224.6,11924.8,-4.668422111901239,2.6299378151559867,5.261213395378298,0.0,11370.833333333334
2019-07-12,11686.5,0.0,11381.9,11798.4,11624.6,11368.1,2.800819837967643,1.4951052079211264,-2.60642621828606,0.0,11703.166666666666
2019-07-13,11374.2,0.0,11670.7,11448.7,11274.6,11686.5,-2.6723142087023426,1.5441789509162218,2.6067767403421778,0.0,11365.833333333334
2019-07-14,10036.4,0.0,11389.5,10201.9,9885.4,11374.2,-11.761706317806976,3.2016913832520686,13.481925790123952,0.0,10041.233333333332
2019-07-15,10792.9,0.0,10100.4,11019.5,10772.3,10036.4,7.537563269698298,2.2947745606787846,-6.416255130687768,0.0,10861.566666666666
2019-07-16,9283.5,0.0,10918.3,9613.6,9252.9,10792.9,-13.985119847307024,3.898237309384093,17.609737706683894,0.0,9383.333333333334
2019-07-17,9777.4,0.0,9460.3,9858.7,9617.8,9283.5,5.320191738029834,2.5047308116201363,-3.2431934870210934,0.0,9751.300000000001
2019-07-18,10594.8,0.0,9824.1,10721.9,10590.3,9777.4,8.36009573097142,1.242646572807195,-7.274323252916515,0.0,10635.666666666666
2019-07-19,10544.6,0.0,10578.8,10650.4,10462.0,10594.8,-0.4738173443575991,1.8008029057541544,0.324336627278407,0.0,10552.333333333334
2019-07-20,10754.4,0.0,10588.4,10883.8,10746.9,10544.6,1.989643988392156,1.273855716532206,-1.5435542661608272,0.0,10795.033333333333
2019-07-21,10727.8,0.0,10866.0,10806.3,10693.7,10754.4,-0.24734062337276244,1.052956413589296,1.288241764387859,0.0,10742.6
2019-07-22,10326.5,0.0,10722.2,10414.6,10294.8,10727.8,-3.7407483360987275,1.1636942922640663,3.8318888297099765,0.0,10345.300000000001
2019-07-23,9647.7,0.0,10306.2,9888.9,9628.2,10326.5,-6.573379170096347,2.707671215803565,6.825460990702446,0.0,9721.6
2019-07-24,10127.0,0.0,9704.9,10203.3,9776.6,9647.7,4.968023466732996,4.364502996951894,-4.168065567295352,0.0,10035.633333333333
2019-07-25,9756.4,0.0,10103.2,9947.4,9732.8,10127.0,-3.6595240446331627,2.2049153378267343,3.5545898077159723,0.0,9812.199999999999
2019-07-26,10156.1,0.0,9777.3,10232.3,9818.2,9756.4,4.096797999262031,4.2176773746715135,-3.729778162877493,0.0,10068.866666666667
2019-07-27,9485.7,0.0,10142.1,9499.3,9401.1,10156.1,-6.600959029548741,1.0445586154811555,6.919889939593278,0.0,9462.033333333335
2019-07-28,9774.8,0.0,9513.1,9835.4,9697.0,9485.7,3.0477455538336495,1.4272455398576842,-2.677292630028225,0.0,9769.066666666668
2019-07-29,9544.6,0.0,9802.1,9607.5,9544.6,9774.8,-2.3550353971436646,0.6590113781614696,2.6978605703748713,0.0,9565.566666666666
2019-07-30,9678.3,0.0,9504.1,9703.9,9562.4,9544.6,1.4007920709091937,1.4797540366435205,-1.7999028755049846,0.0,9648.199999999999
2019-07-31,10010.7,0.0,9692.7,10145.0,9993.1,9678.3,3.434487461641006,1.520048833695246,-3.1766010368905273,0.0,10049.6
2019-08-01,10385.5,0.0,10024.7,10439.9,10331.9,10010.7,3.7439939264986393,1.045306284420097,-3.4740744306966374,0.0,10385.766666666666
2019-08-02,10775.8,0.0,10381.7,10785.3,10504.5,10385.5,3.7581243079293176,2.673140082821641,-3.657269065869806,0.0,10688.533333333333
2019-08-03,10845.5,0.0,10641.0,10889.0,10810.1,10775.8,0.6468197256816267,0.7298729891490332,-1.8855746623023373,0.0,10848.199999999999
2019-08-04,11389.1,0.0,10850.7,11443.7,10935.5,10845.5,5.012217048545483,4.647249782817436,-4.727327005645746,0.0,11256.1
2019-08-05,11601.4,0.0,11410.6,11830.2,11588.7,11389.1,1.8640630076125355,2.083926583654767,-1.6446290964883488,0.0,11673.433333333334
2019-08-06,11786.2,0.0,11628.9,12291.9,11588.7,11601.4,1.5929112003723784,6.067980015014617,-1.3346116644889878,0.0,11888.933333333334
2019-08-10,11391.0,0.0,12117.7,11445.0,11300.6,11786.2,-3.3530739339227287,1.2778082579686,6.379597928188928,0.0,11378.866666666667
2019-08-11,11354.6,0.0,11583.0,11728.4,11146.1,11391.0,-0.3195505223421968,5.224248840401568,2.0115195603543903,0.0,11409.699999999999
2019-08-13,10640.9,0.0,11406.1,10894.5,10554.4,11354.6,-6.2855582759410344,3.2223527628287765,7.191121051790739,0.0,10696.6
2019-08-14,10013.8,0.0,10612.1,10195.2,10013.8,10640.9,-5.893298499187102,1.811500129820862,5.9747548383231255,0.0,10074.266666666666
2019-08-15,10376.0,0.0,10040.1,10413.8,10253.9,10013.8,3.6170085282310485,1.5594066647812017,-3.2372783346183467,0.0,10347.9
2019-08-16,10416.8,0.0,10042.0,10530.9,9788.6,10376.0,0.39321511179644636,7.583311198741385,-3.598033945165495,0.0,10245.433333333332
2019-09-04,10512.6,0.0,10532.2,10571.1,10497.4,10416.8,0.9196682282466889,0.7020786099415163,0.18644293514449672,0.0,10527.033333333333
2019-09-05,10586.0,0.0,10533.7,10596.9,10557.8,10512.6,0.6982097673268234,0.3703423061622721,-0.494048743623647,0.0,10580.233333333332
2019-09-06,10363.7,0.0,10643.7,10379.4,10302.3,10586.0,-2.0999433213678373,0.7483765761043686,2.7017377963468645,0.0,10348.466666666665
2019-09-07,10487.1,0.0,10335.5,10515.1,10461.6,10363.7,1.1906944431042932,0.5113940506232316,-1.4455855288878752,0.0,10487.933333333334
2019-09-08,10361.1,0.0,10485.9,10411.9,10360.5,10487.1,-1.201476099207598,0.49611505236233416,1.20450531314242,0.0,10377.833333333334
2019-09-09,10408.1,0.0,10392.9,10478.0,10095.7,10361.1,0.4536197894045999,3.786760700100035,-0.14604010338102755,0.0,10327.266666666668
2019-09-10,10080.7,0.0,10334.3,10257.5,10075.1,10408.1,-3.1456269636148733,1.8104038669591334,2.515698314601154,0.0,10137.766666666666
2019-09-11,10109.6,0.0,10076.4,10200.7,10107.0,10080.7,0.28668644042576047,0.927080241416847,-0.3284007280208982,0.0,10139.1
2019-09-12,10372.2,0.0,10132.4,10441.4,10336.7,10109.6,2.5975310595869305,1.0128957984656506,-2.311949248953945,0.0,10383.433333333332
2019-09-13,10303.3,0.0,10337.4,10355.0,10299.1,10372.2,-0.6642756599371537,0.5427658727461587,0.3309619248202068,0.0,10319.133333333333
2019-09-14,10319.0,0.0,10305.9,10360.4,10312.2,10303.3,0.15237836421341444,0.4674075367040874,-0.1269502858804183,0.0,10330.533333333333
2019-09-15,10348.6,0.0,10325.4,10360.5,10309.0,10319.0,0.2868495009206354,0.4995634882141818,-0.2241849139014043,0.0,10339.366666666667
2019-09-16,10233.8,0.0,10346.0,10261.2,10198.4,10348.6,-1.109328798098304,0.6157828679008579,1.0963669409212682,0.0,10231.133333333333
2019-09-17,10226.5,0.0,10217.0,10230.7,10191.6,10233.8,-0.07133225194941539,0.3836492797990538,-0.0928959076908033,0.0,10216.266666666668
2019-09-18,10139.6,0.0,10248.4,10187.4,10118.0,10226.5,-0.8497530924558708,0.6859063055939872,1.0730206319775857,0.0,10148.333333333334
2019-09-19,10235.3,0.0,10181.1,10279.5,10217.6,10139.6,0.9438242139729269,0.6058174130911332,-0.5295399255517563,0.0,10244.133333333333
2019-09-20,10163.7,0.0,10204.0,10177.9,10147.6,10235.3,-0.6995398278506595,0.2985927707043958,0.39650914529156966,0.0,10163.066666666668
2019-09-21,9908.8,0.0,10155.9,10008.0,9885.3,10163.7,-2.507944941310757,1.2412369882552956,2.493742935572424,0.0,9934.033333333333
2019-09-22,9992.3,0.0,9916.0,10048.8,9968.3,9908.8,0.8426852898433717,0.8075599650893334,-0.7635879627312958,0.0,10003.133333333333
2019-09-23,9720.3,0.0,9974.5,9787.6,9630.4,9992.3,-2.722096013930727,1.6323309519853872,2.6151456230774848,0.0,9712.766666666666
2019-09-24,8682.6,0.0,9734.5,8729.8,8510.2,9720.3,-10.675596432208872,2.5804328922939357,12.115034667035216,0.0,8640.866666666667
2019-09-25,8364.4,0.0,8695.5,8443.3,8355.6,8682.6,-3.664800866100024,1.0495954808750885,3.9584429247764383,0.0,8387.766666666668
2019-09-26,7970.9,0.0,8385.5,8091.3,7957.2,8364.4,-4.704461766534361,1.6852661740310706,5.201420165853296,0.0,8006.466666666667
2019-09-27,8151.5,0.0,7996.0,8213.9,8129.0,7970.9,2.2657416351980375,1.0444089063845445,-1.9076243636140588,0.0,8164.8
2019-09-28,8165.8,0.0,8170.8,8226.8,8164.7,8151.5,0.17542783536772596,0.7605913260744357,0.06123098777829483,0.0,8185.766666666666
2019-09-29,7995.0,0.0,8178.3,8060.0,7978.6,8165.8,-2.091650542506554,1.0202291128769412,2.2926829268292708,0.0,8011.2
2019-09-30,8275.9,0.0,8022.2,8293.1,8187.9,7995.0,3.513445903689802,1.2848227262179646,-3.065527616331756,0.0,8252.300000000001
2019-10-01,8293.4,0.0,8269.6,8330.0,8277.5,8275.9,0.21145736415374766,0.6342494714587738,-0.2869751850869279,0.0,8300.300000000001
2019-10-02,8341.7,0.0,8289.4,8391.7,8315.4,8293.4,0.5823908167940904,0.9175746205835089,-0.6269705215963304,0.0,8349.6
2019-10-03,8131.8,0.0,8347.2,8233.6,8079.3,8341.7,-2.516273661244117,1.9098189199559392,2.6488600309894554,0.0,8148.233333333334
2019-10-04,8121.6,0.0,8129.6,8160.3,8116.6,8131.8,-0.1254334833616151,0.5384027794889463,0.09850275807722615,0.0,8132.833333333333
2019-10-05,8064.4,0.0,8141.7,8145.5,8031.4,8121.6,-0.704294720252176,1.4206738551186637,0.9585338028867638,0.0,8080.433333333333
2019-10-06,7965.4,0.0,8140.4,8145.5,7944.2,8064.4,-1.2276176776945589,2.533924120742179,2.1970020337961684,0.0,8018.366666666666
2019-10-07,8282.3,0.0,7834.5,8287.6,8198.5,7965.4,3.978456825771457,1.086784167835584,-5.406710696304158,0.0,8256.133333333333
2019-10-08,8166.4,0.0,8280.6,8205.6,8159.6,8282.3,-1.3993697402895289,0.5637531251531938,1.3984130094043976,0.0,8177.2
2019-10-09,8528.9,0.0,8169.2,8591.5,8524.5,8166.4,4.438920454545454,0.7859698516041997,-4.217425459320661,0.0,8548.300000000001
2019-10-10,8512.2,0.0,8534.3,8573.6,8488.1,8528.9,-0.19580485173936743,1.0072925625287166,0.25962735837972023,0.0,8524.633333333333
2019-10-11,8304.3,0.0,8515.6,8330.6,8260.9,8512.2,-2.44237682385284,0.8437337336125693,2.544464915766544,0.0,8298.6
2019-10-12,8350.4,0.0,8314.3,8365.0,8289.1,8304.3,0.5551340871596687,0.9156603250051227,-0.43231461965894286,0.0,8334.833333333334
2019-10-13,8298.4,0.0,8341.8,8307.7,8251.8,8350.4,-0.6227246598965319,0.6774279551128416,0.522992384074034,0.0,8285.966666666667
2019-10-14,8331.9,0.0,8291.1,8400.2,8319.6,8298.4,0.4036922780294997,0.9687965767585023,-0.48968422568680936,0.0,8350.566666666668
2019-10-15,8170.0,0.0,8332.3,8185.9,8153.7,8331.9,-1.9431342190856786,0.3949127390019233,1.9865361077111294,0.0,8169.866666666666
2019-10-16,7976.1,0.0,8178.8,8002.0,7967.3,8170.0,-2.373317013463888,0.4355302298143639,2.5413422600017532,0.0,7981.8
2019-10-17,8109.1,0.0,7968.6,8109.1,8056.4,7976.1,1.6674816012838354,0.6541383248100979,-1.7326213759850044,0.0,8091.533333333333
2019-10-18,7906.3,0.0,8109.7,7952.6,7903.3,8109.1,-2.5008940572936598,0.6237900623790085,2.572631951734688,0.0,7920.733333333334
2019-10-19,7917.6,0.0,7921.9,7959.0,7898.9,7906.3,0.14292399731859634,0.7608654369595813,0.054309386682823986,0.0,7925.166666666667
2019-10-20,8217.2,0.0,7910.5,8232.6,8191.9,7917.6,3.7839749419015902,0.49683223672164856,-3.732414934527585,0.0,8213.9
2019-10-21,8190.0,0.0,8204.6,8207.8,8174.7,8217.2,-0.33101299712798427,0.40490782536361525,0.1782661782661827,0.0,8190.833333333333
2019-10-22,8031.1,0.0,8173.5,8055.0,8011.2,8190.0,-1.9401709401709357,0.5467345715997626,1.7731070463572813,0.0,8032.433333333334
2019-10-23,7447.1,0.0,8039.7,7501.5,7432.3,8031.1,-7.271731145173139,0.9310711354493202,7.957459950853345,0.0,7460.3
2019-10-24,7443.9,0.0,7450.5,7448.8,7423.0,7447.1,-0.042969746612785215,0.34756836858413287,0.08866320074155166,0.0,7438.566666666666
2019-10-25,8575.9,0.0,7444.2,8888.9,8565.0,7443.9,15.207082309004688,3.781669585522471,-13.19628260590725,0.0,8676.6
2019-10-26,9129.9,0.0,10093.0,9359.6,9114.5,8575.9,6.459963385767092,2.689121729112956,10.548855956801283,0.0,9201.333333333334
2019-10-27,9710.0,0.0,9161.7,9866.9,9530.1,9129.9,6.353848344450655,3.5340657495723993,-5.6467559217301675,0.0,9702.333333333334
2019-10-28,9284.8,0.0,9690.5,9304.3,9203.6,9710.0,-4.378990731204951,1.0941370767960246,4.369507151473384,0.0,9264.233333333334
2019-10-29,9359.7,0.0,9285.9,9411.3,9288.8,9284.8,0.80669481302776,1.3187925243303764,-0.7884868104747064,0.0,9353.266666666666
2019-10-30,9116.4,0.0,9382.8,9202.5,9066.1,9359.7,-2.599442289816993,1.504505796318148,2.9222061340002594,0.0,9128.333333333334
2019-10-31,9124.0,0.0,9143.9,9154.1,9113.0,9116.4,0.08336624106007157,0.45100406013387867,0.21810609381849666,0.0,9130.366666666667
2019-11-01,9244.8,0.0,9099.3,9270.1,9217.9,9124.0,1.32398071021481,0.5662895019473061,-1.573857736240914,0.0,9244.266666666666
2019-11-02,9316.3,0.0,9243.6,9332.3,9300.1,9244.8,0.7734077535479406,0.34623283620605055,-0.7803527151336788,0.0,9316.233333333334
2019-11-03,9174.0,0.0,9357.7,9208.5,9148.0,9316.3,-1.52743041765507,0.6613467424573677,2.00239808153478,0.0,9176.833333333334
2019-11-04,9421.2,0.0,9164.2,9452.7,9349.5,9174.0,2.6945716154349326,1.1038023423712577,-2.7278902899842907,0.0,9407.800000000001
2019-11-05,9319.6,0.0,9431.5,9336.6,9279.2,9421.2,-1.0784188850677234,0.6185878092939007,1.200695308811533,0.0,9311.800000000001
2019-11-06,9293.7,0.0,9310.7,9367.0,9285.0,9319.6,-0.27790892312974413,0.8831448572967151,0.1829196122104221,0.0,9315.233333333334
2019-11-07,9248.5,0.0,9304.1,9250.1,9194.4,9293.7,-0.48635096893595364,0.6058035325850597,0.6011785694977604,0.0,9231.0
2019-11-08,8834.5,0.0,9238.7,8840.3,8748.5,9248.5,-4.476401578634373,1.049322741041313,4.575244778991462,0.0,8807.766666666666
2019-11-09,8770.7,0.0,8824.4,8804.7,8768.5,8834.5,-0.7221687701624231,0.4128414209956176,0.6122658396707094,0.0,8781.300000000001
2019-11-10,9037.4,0.0,8777.6,9066.4,9028.6,8770.7,3.040806321046198,0.4186695611722667,-2.87472060548387,0.0,9044.133333333333
2019-11-11,8763.2,0.0,9054.0,8769.9,8720.8,9037.4,-3.0340584681434803,0.5630217411246717,3.318422494066086,0.0,8751.3
2019-11-12,8761.7,0.0,8742.0,8829.7,8757.4,8763.2,-0.017117034873105712,0.8255875031402139,-0.22484221098646068,0.0,8782.933333333332
2019-11-13,8758.9,0.0,8754.4,8799.8,8748.4,8761.7,-0.03195726856661483,0.5875360065840569,-0.05137631437737615,0.0,8769.033333333333
2019-11-14,8574.6,0.0,8754.2,8668.0,8538.7,8758.9,-2.1041454977223086,1.5142820335648197,2.0945583467450417,0.0,8593.766666666668
2019-11-15,8470.2,0.0,8569.3,8492.1,8450.7,8574.6,-1.2175495066825233,0.48990024495011814,1.1699841798304471,0.0,8471.000000000002
2019-11-16,8499.5,0.0,8488.9,8521.1,8491.1,8470.2,0.3459186323817533,0.3533111139899424,-0.1247132184246175,0.0,8503.9
2019-11-17,8457.7,0.0,8493.6,8512.9,8437.6,8499.5,-0.49179363491969263,0.8924338674504512,0.42446528015890417,0.0,8469.4
